id,time,款,項,目,節,編號,名稱,本年度預算數,上年度預算數,前年度決算數,本年度與上年度比較,說明
401,105,04001,C,其他設備,其他設備,34040019019,"本年度預算數之內容與上年度之比較如下：
<#H1>預算案提案及議事管理系統、議案智識服務平台、問政支援等應用系統開發經費74,705千元。
<#H1>國會安全監控系統汰換案、智慧型院區網路服務監控系統暨系統平台整合建置案、網路安全管理系統及入侵防禦系統升級更新案、主機基礎設備汰換案、第9屆委員研究室電信終端設備汰換案及資訊機房不斷電系統電池汰換案等經費137,437千元。
<#H1>購置資訊軟體等經費24,208千元。
<#H1>會議錄影聲音傳輸、攝錄影設備更新改善案及汰購印刷機器等設備經費53,000千元。
<#H1>上年度購置各項軟硬體資訊設備、數位影音儲存作業系統升級及建置資訊無紙化管理系統等預算業已編竣，所列289,672千元如數減列。",289350000,289672000,263970171,-322000,
401,105,04001,C,第一預備金,第一預備金,34040019800,仍照上年度預算數編列。,3000000,3000000,0,0,
401,106,,,"合    計","合    計",,,3490595000,3680127000,3406872743,-189532000,
401,106,04001,C,立法院主管,立法院主管,00040000000,,3490595000,3680127000,3406872743,-189532000,
401,106,04001,C,立法院,立法院,00040010000,,3490595000,3680127000,3406872743,-189532000,
401,106,04001,C,立法支出,立法支出,34040010000,,3490595000,3680127000,3406872743,-189532000,
401,106,04001,C,一般行政,一般行政,34040010100,"<#H1>本年度預算數1,726,036千元，包括人事費1,211,674千元，業務費482,693千元，設備及投資27,757千元，獎補助費3,912千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費1,211,674千元，較上年度減列撥補勞工退休準備金專戶差額等經費122,457千元。
<#H2>基本行政工作維持費249,667千元，較上年度減列服務人員制服製作及委員研究室辦公家具購置等經費17,474千元。
<#H2>進修訓練經費3,363千元，較上年度減列各項進修訓練講座及青年國會研習營等經費1,487千元。
<#H2>公共關係等秘書業務經費43,658千元，較上年度減列公務文書、公報刊物等函件郵資等經費2,388千元。
<#H2>資訊管理業務經費217,674千元，較上年度增列國會憑證管理系統、異地備援中心主機及雲端主機設備維護等經費3,981千元。",1726036000,1865861000,1714784408,-139825000,
401,106,04001,C,委員問政業務,委員問政業務,34040010200,,1351846000,1396851000,1297745300,-45005000,
401,106,04001,C,委員歲費及公費,委員歲費及公費,34040010201,"<#H1>本年度預算數292,725千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員歲費145,304千元，與上年度同。
<#H2>委員公費147,421千元，與上年度同。
",292725000,292725000,287212914,0,
401,106,04001,C,公費助理,公費助理,34040010203,"<#H1>本年度預算數772,994千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公費助理經費740,240千元，與上年度同。
<#H2>黨團助理經費32,754千元，與上年度同。
",772994000,772994000,755096426,0,
401,106,04001,C,國會交流事務,國會交流事務,34040010204,"<#H1>本年度預算數42,600千元，均屬業務費。
<#H1>本年度預算數42,600千元，係委員國會交流事務經費，與上年度同。
",42600000,42600000,26914098,0,
401,106,04001,C,委員會館,委員會館,34040010205,"<#H1>本年度預算數104,060千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員研究室經費65,377千元，較上年度減列委員研究室空間調整等經費36,386千元。
<#H2>委員住宿會館經費15,530千元，較上年度減列大安及台北住宿會館房間用品等經費3,310千元。
<#H2>中南部服務中心經費23,153千元，較上年度增列中南部服務中心室內線路汰換等經費5,390千元。",104060000,138366000,93036496,-34306000,
401,106,04001,C,問政相關業務,問政相關業務,34040010206,"<#H1>本年度預算數139,467千元，包括人事費82,771千元，業務費56,696千元。
<#H1>本年度預算數139,467千元，係立法委員選民服務經費，較上年度減列油料費及委員健康檢查等經費10,699千元。


",139467000,150166000,135485366,-10699000,
401,106,04001,C,議事業務,議事業務,34040010300,"<#H1>本年度預算數10,124千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>院會議事經費4,199千元，較上年度減列考察地方議會相關旅費等233千元。
<#H2>委員會議事經費5,925千元，較上年度減列接待各國國會議員及外賓參訪活動等經費358千元。",10124000,10715000,10776785,-591000,
401,106,04001,C,立法諮詢業務,立法諮詢業務,34040010400,"<#H1>本年度預算數5,180千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>法制諮詢業務經費3,530千元，較上年度減列兩岸研究小組赴大陸地區研究、參訪及交流活動等經費300千元。
<#H2>預算諮詢業務經費1,650千元，與上年度同。


",5180000,5480000,4452551,-300000,
401,106,04001,C,國會圖書業務,國會圖書業務,34040010500,"<#H1>本年度預算數42,435千元，包括業務費19,732千元，設備及投資22,703千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>圖書管理經費35,905千元，較上年度增列各項圖書資料庫軟硬體維護等經費2,222千元。
<#H2>議政博物管理經費6,530千元，較上年度減列展示架圖板燈片更新維修等經費890千元。",42435000,41103000,40194683,1332000,
401,106,04001,C,公報業務,公報業務,34040010600,"<#H1>本年度預算數54,947千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公報行政經費40,097千元，較上年度增列委託國內電視頻道業者辦理國會議事轉播等經費30,000千元。
<#H2>文書印刷經費14,850千元，較上年度減列印製各項議事文件耗材等經費2,200千元。",54947000,27147000,20151850,27800000,
401,106,04001,C,黨團補助,黨團補助,34040010700,"<#H1>本年度預算數13,560千元，均屬獎補助費。
<#H1>本年度預算數13,560千元，係按各黨(政)團委員席次補助各黨(政)團運作所需經費，與上年度同。

",13560000,13560000,13288928,0,
401,106,04001,C,一般建築及設備,一般建築及設備,34040019000,,283467000,316410000,305478238,-32943000,
401,106,04001,C,土地購置,土地購置,34040019001,"新增有償撥用新北市政府財政局經管台北市中正區成功段3小段60地號市有土地(青島三館基地)總經費209,750千元，分2年辦理，本年度編列第1年經費如列數。",104875000,0,0,104875000,
401,106,04001,C,營建工程,營建工程,34040019002,"本年度預算數之內容與上年度之比較如下：
<#H1>新增委員研究大樓空調設備之舊有各幹管管材汰換工程、青島二、三館及康園餐廳增設無障礙電梯各1部工程等經費18,000千元。
<#H1>上年度立法院群賢樓建築物部分外牆更新、院區走道及各會議室牆面油漆、壁布更新、議場桌面噴漆等工程預算業已編竣，所列15,000千元如數減列。",18000000,15000000,17402015,3000000,
401,106,04001,C,交通及運輸設備,交通及運輸設備,34040019011,"本年度預算數之內容與上年度之比較如下：
<#H1>汰換委員公務用4人座車13輛經費11,960千元。
<#H1>汰換公務用機車1輛經費63千元。
<#H1>上年度汰購院長、副院長座車各1輛及委員公務用4人座車5輛、7-8人座車3輛等預算業已編竣，所列12,060千元如數減列。",12023000,12060000,0,-37000,
401,106,04001,C,其他設備,其他設備,34040019019,"本年度預算數之內容與上年度之比較如下：
<#H1>網路問政支援、議場多媒體議事、法制局暨預算中心等應用系統建置、改版經費59,262千元。
<#H1>網路設備建置汰換、群賢機房空調汰換等其他資訊基礎設施經費14,020千元。
<#H1>購置資訊軟體等經費27,687千元。
<#H1>數位影音儲存終端作業系統升級、數位儲存異地備份系統建置、8個委員會會議室無線麥克風數位化汰換及印刷機器汰購等經費47,600千元。
<#H1>上年度購置各項軟硬體資訊設備、會議錄影聲音傳輸、攝錄影設備更新改善等預算業已編竣，所列289,350千元如數減列。",148569000,289350000,288076223,-140781000,
401,106,04001,C,第一預備金,第一預備金,34040019800,仍照上年度預算數編列。,3000000,3000000,0,0,
401,107,,,"合    計","合    計",,,3542327000,3462643000,3419508821,79684000,
401,107,04001,C,立法院主管,立法院主管,00040000000,,3542327000,3462643000,3419508821,79684000,
401,107,04001,C,立法院,立法院,00040010000,,3542327000,3462643000,3419508821,79684000,
401,107,04001,C,立法支出,立法支出,34040010000,,3542327000,3462643000,3419508821,79684000,
401,107,04001,C,一般行政,一般行政,34040010100,"<#H1>本年度預算數1,719,979千元，包括人事費1,221,911千元，業務費458,062千元，設備及投資38,899千元，獎補助費1,107千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費1,221,911千元，較上年度增列撥補勞工退休準備金專戶差額等經費10,237千元。
<#H2>基本行政工作維持費250,098千元，較上年度增列服務人員制服製作及會議室調整整修工程等經費13,878千元。
<#H2>進修訓練經費2,485千元，較上年度減列各項專題演講、研討會等聘請學者專家、講師等經費878千元。
<#H2>公共關係等秘書業務經費38,907千元，較上年度減列文書處理耗材及文件印製等經費4,751千元。
<#H2>資訊管理業務經費206,578千元，較上年度減列資訊服務支援應用系統維護及設備租賃等經費8,976千元。",1719979000,1710469000,1757682032,9510000,
401,107,04001,C,委員問政業務,委員問政業務,34040010200,,1350864000,1349918000,1353414405,946000,
401,107,04001,C,委員歲費及公費,委員歲費及公費,34040010201,"<#H1>本年度預算數292,725千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員歲費145,304千元，與上年度同。
<#H2>委員公費147,421千元，與上年度同。
",292725000,292725000,291905517,0,
401,107,04001,C,公費助理,公費助理,34040010203,"<#H1>本年度預算數772,994千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公費助理經費740,240千元，與上年度同。
<#H2>黨團助理經費32,754千元，與上年度同。
",772994000,772994000,748924229,0,
401,107,04001,C,國會交流事務,國會交流事務,34040010204,"<#H1>本年度預算數44,600千元，均屬業務費。
<#H1>本年度預算數44,600千元，係委員國會交流事務經費，較上年度增列辦理亞洲太平洋國會議員聯合會經費2,000千元。
",44600000,42600000,39818303,2000000,
401,107,04001,C,委員會館,委員會館,34040010205,"<#H1>本年度預算數100,265千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員研究室經費64,991千元，較上年度增列各樓層修繕等經費1,322千元。
<#H2>委員住宿會館經費15,310千元，與上年度同。
<#H2>中南部服務中心經費19,964千元，較上年度減列室內線路汰換等經費3,189千元。",100265000,102132000,133040300,-1867000,
401,107,04001,C,問政相關業務,問政相關業務,34040010206,"<#H1>本年度預算數140,280千元，包括人事費83,584千元，業務費56,696千元。
<#H1>本年度預算數140,280千元，係立法委員選民服務經費，較上年度增列油料費813千元。


",140280000,139467000,139726056,813000,
401,107,04001,C,議事業務,議事業務,34040010300,"<#H1>本年度預算數11,264千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>院會議事經費4,379千元，較上年度增列特約議事助理酬金180千元。
<#H2>委員會議事經費6,885千元，較上年度增列國內考察等經費960千元。",11264000,10124000,10639121,1140000,
401,107,04001,C,立法諮詢業務,立法諮詢業務,34040010400,"<#H1>本年度預算數4,486千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>法制諮詢業務經費3,086千元，較上年度減列相關立法資料蒐集及研究成果彙編製作等經費200千元。
<#H2>預算諮詢業務經費1,400千元，較上年度減列撰擬評估報告資料蒐集費、研討會場地佈置等經費250千元。


",4486000,4936000,4412712,-450000,
401,107,04001,C,國會圖書業務,國會圖書業務,34040010500,"<#H1>本年度預算數47,403千元，包括業務費23,207千元，設備及投資24,196千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>圖書管理經費41,213千元，較上年度增列立法資料庫軟硬體維護等經費6,232千元。
<#H2>議政博物管理經費6,190千元，較上年度減列典藏庫房及數位廣播系統維護等經費40千元。",47403000,41211000,38152761,6192000,
401,107,04001,C,公報業務,公報業務,34040010600,"<#H1>本年度預算數122,733千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公報行政經費108,883千元，較上年度增列議事轉播提供手語翻譯服務、委託財團法人公共電視文化事業基金會辦理國會議事轉播、數位頭端系統原廠安全協定及網路維護等經費68,786千元。
<#H2>文書印刷經費13,850千元，與上年度同。",122733000,53947000,22667471,68786000,
401,107,04001,C,黨團補助,黨團補助,34040010700,"<#H1>本年度預算數13,560千元，均屬獎補助費。
<#H1>本年度預算數13,560千元，係按各黨(政)團委員席次補助各黨(政)團運作所需經費，與上年度同。

",13560000,13560000,13550000,0,
401,107,04001,C,一般建築及設備,一般建築及設備,34040019000,,269038000,275478000,218990319,-6440000,
401,107,04001,C,土地購置,土地購置,34040019001,"有償撥用新北市政府財政局經管台北市中正區成功段3小段60地號市有土地(青島三館基地)總經費199,755千元，106年度編列104,875千元，本年度續編最後1年經費94,880千元，較上年度減列9,995千元。",94880000,104875000,0,-9995000,
401,107,04001,C,營建工程,營建工程,34040019002,"本年度預算數之內容與上年度之比較如下：
<#H1>新增中南部服務中心委員會館空間改善工程及中部辦公室原高爾夫球練習場改建停車場工程等經費18,200千元。
<#H1>上年度委員研究大樓空調設備之舊有各幹管管材汰換工程、青島二、三館及康園餐廳增設無障礙電梯各1部等工程預算業已編竣，所列18,000千元如數減列。",18200000,18000000,15000000,200000,
401,107,04001,C,交通及運輸設備,交通及運輸設備,34040019011,"本年度預算數之內容與上年度之比較如下：
<#H1>汰換委員公務用4人座車6輛經費5,520千元。
<#H1>新增委員公務用4人座車7輛經費6,440千元。
<#H1>上年度汰購委員公務用4人座車13輛及公務用機車1輛等預算業已編竣，所列12,023千元如數減列。",11960000,12023000,11988340,-63000,
401,107,04001,C,其他設備,其他設備,34040019019,"本年度預算數之內容與上年度之比較如下：
<#H1>應用系統功能增修、國會智慧資本管理系統、跨網站全文檢索機制等系統建置、改版與擴充經費37,250千元。
<#H1>虛擬化儲存應用主機建置、網際網路多媒體隨選視訊系統串流編碼器擴充等經費16,580千元。
<#H1>購置資訊軟體經費30,168千元。
<#H1>汰換各委員會會議室攝影用影像切換器8組與影音訊號處理系統、擴充數位影音資料庫及汰購印刷機器等經費60,000千元。
<#H1>上年度購置各項軟硬體資訊設備、會議攝錄影設備更新改善等預算業已編竣，所列140,580千元如數減列。",143998000,140580000,192001979,3418000,
401,107,04001,C,第一預備金,第一預備金,34040019800,仍照上年度預算數編列。,3000000,3000000,0,0,
401,108,,,"合    計","合    計",,,3464498000,3504381000,3311607473,-39883000,
401,108,04001,C,立法院主管,立法院主管,00040000000,,3464498000,3504381000,3311607473,-39883000,
401,108,04001,C,立法院,立法院,00040010000,,3464498000,3504381000,3311607473,-39883000,
401,108,04001,C,立法支出,立法支出,34040010000,,3464498000,3504381000,3311607473,-39883000,
401,108,04001,C,一般行政,一般行政,34040010100,"<#H1>本年度預算數1,728,093千元，包括人事費1,294,561千元，業務費406,306千元，設備及投資26,053千元，獎補助費1,173千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費1,294,561千元，較上年度增列伸算調整待遇及承接臺灣省諮議會移入19人之人事費等72,650千元。
<#H2>基本行政工作維持費195,312千元，較上年度減列院區現址土地租金等48,912千元。
<#H2>進修訓練經費2,913千元，較上年度增列職工教育訓練等經費428千元。
<#H2>公共關係等秘書業務經費36,467千元，較上年度減列文書處理耗材等經費40千元。
<#H2>資訊管理業務經費198,840千元，較上年度減列資訊服務支援應用系統維護等經費5,738千元。",1728093000,1709705000,1633808024,18388000,
401,108,04001,C,委員問政業務,委員問政業務,34040010200,,1389389000,1347331000,1292180127,42058000,
401,108,04001,C,委員歲費及公費,委員歲費及公費,34040010201,"<#H1>本年度預算數301,668千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員歲費149,743千元，較上年度伸算增列調整待遇等經費4,439千元。
<#H2>委員公費151,925千元，較上年度伸算增列調整待遇等經費4,504千元。
",301668000,292725000,292560882,8943000,
401,108,04001,C,公費助理,公費助理,34040010203,"<#H1>本年度預算數796,184千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公費助理經費762,447千元，較上年度伸算增列調整待遇等經費22,207千元。
<#H2>黨團助理經費33,737千元，較上年度伸算增列調整待遇等經費983千元。
",796184000,772994000,747608310,23190000,
401,108,04001,C,國會交流事務,國會交流事務,34040010204,"<#H1>本年度預算數44,600千元，均屬業務費。
<#H1>本年度預算數44,600千元，係委員國會交流事務經費，較上年度增列籌辦亞洲太平洋國會議員聯合會作業經費2,000千元。
",44600000,42600000,35342916,2000000,
401,108,04001,C,委員會館,委員會館,34040010205,"<#H1>本年度預算數102,075千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員研究室經費62,174千元，較上年度減列委員研究室通訊費等1,284千元。
<#H2>委員住宿會館經費16,360千元，較上年度增列承接臺灣省諮議會台北住宿會館房舍養護費等1,050千元。
<#H2>中南部服務中心經費23,541千元，較上年度增列中部辦公室網路系統維護及承接臺灣省諮議會環境清潔維護等經費3,577千元。",102075000,98732000,84865598,3343000,
401,108,04001,C,問政相關業務,問政相關業務,34040010206,"<#H1>本年度預算數144,862千元，包括人事費88,466千元，業務費56,396千元。
<#H1>本年度預算數144,862千元，係立法委員選民服務經費，較上年度增列油料費等4,582千元。


",144862000,140280000,131802421,4582000,
401,108,04001,C,議事業務,議事業務,34040010300,"<#H1>本年度預算數11,148千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>院會議事經費4,263千元，較上年度減列特約議事助理酬金116千元。
<#H2>委員會議事經費6,885千元，與上年度同。",11148000,11264000,9857896,-116000,
401,108,04001,C,立法諮詢業務,立法諮詢業務,34040010400,"<#H1>本年度預算數3,086千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>法制諮詢業務經費2,086千元，較上年度減列立法資料蒐集等經費300千元。
<#H2>預算諮詢業務經費1,000千元，較上年度減列撰擬評估報告資料蒐集、研討會場地佈置等經費400千元。


",3086000,3786000,4053421,-700000,
401,108,04001,C,國會圖書業務,國會圖書業務,34040010500,"<#H1>本年度預算數50,361千元，包括業務費25,704千元，設備及投資24,657千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>圖書管理經費43,481千元，較上年度增列圖書資料庫維護等經費2,268千元。
<#H2>議政博物管理經費6,880千元，較上年度增列承接臺灣省諮議會展館辦公房舍養護費等719千元。",50361000,47374000,39617278,2987000,
401,108,04001,C,公報業務,公報業務,34040010600,"<#H1>本年度預算數121,393千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公報行政經費107,543千元，較上年度增列數位影音資料庫儲存系統維護等經費1,500千元。
<#H2>文書印刷經費13,850千元，與上年度同。",121393000,119893000,53007751,1500000,
401,108,04001,C,黨團補助,黨團補助,34040010700,"<#H1>本年度預算數13,560千元，均屬獎補助費。
<#H1>本年度預算數13,560千元，係按各黨(政)團委員席次補助各黨(政)團運作所需經費，與上年度同。

",13560000,13560000,13500000,0,
401,108,04001,C,一般建築及設備,一般建築及設備,34040019000,,144468000,248468000,265582976,-104000000,
401,108,04001,C,土地購置,土地購置,34040019001,"上年度有償撥用新北市政府財政局經管台北市中正區成功段3小段60地號市有土地(青島三館基地)預算業已編竣，所列94,880千元如數減列。",0,94880000,104875000,-94880000,
401,108,04001,C,營建工程,營建工程,34040019002,"本年度預算數之內容與上年度之比較如下：
<#H1>新增中部辦公室議事堂展演劇場相關工程經費22,400千元。
<#H1>上年度中南部服務中心委員會館空間改善工程及中部辦公室原高爾夫球練習場改建停車場工程等預算業已編竣，所列16,380千元如數減列。
",22400000,16380000,17056752,6020000,
401,108,04001,C,交通及運輸設備,交通及運輸設備,34040019011,"本年度預算數之內容與上年度之比較如下：
<#H1>汰換委員公務用4人座車8輛及相關設施等經費7,840千元。
<#H1>上年度汰購委員公務用4人座車13輛等預算業已編竣，所列11,960千元如數減列。",7840000,11960000,11882511,-4120000,
401,108,04001,C,其他設備,其他設備,34040019019,"本年度預算數之內容與上年度之比較如下：
<#H1>人事相關系統配合網頁伺服器升級、議案相關系統功能改版、行政業務管理系統效能改善、國會圖書館應用系統增修等經費20,610千元。
<#H1>新店機房不斷電系統電池、雲端主機及儲存設備汰換等經費21,355千元。
<#H1>購置資訊軟體經費21,763千元。
<#H1>擴充數位影音資料庫、汰換議場攝影系統及會議室麥克風系統等經費50,500千元。
<#H1>上年度購置各項軟硬體資訊設備、攝錄影設備更新改善等預算業已編竣，所列125,248千元如數減列。",114228000,125248000,131768713,-11020000,
401,108,04001,C,第一預備金,第一預備金,34040019800,仍照上年度預算數編列。,3000000,3000000,0,0,
401,109,,,"合    計","合    計",,,3536463000,3445741000,3342338010,90722000,
401,109,04001,C,立法院主管,立法院主管,00040000000,,3536463000,3445741000,3342338010,90722000,
401,109,04001,C,立法院,立法院,00040010000,,3536463000,3445741000,3342338010,90722000,
401,109,04001,C,立法支出,立法支出,33040010000,,3536463000,3445741000,3342338010,90722000,
401,109,04001,C,一般行政,一般行政,33040010100,"<#H1>本年度預算數1,738,560千元，包括人事費1,297,246千元，業務費410,231千元，設備及投資29,886千元，獎補助費1,197千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費1,297,246千元，較上年度增列撥補勞工退休準備金專戶差額等經費2,685千元。
<#H2>基本行政工作維持費201,745千元，較上年度增列委員簡介、通訊錄編印及委員研究室辦公家具購置等經費11,656千元。
<#H2>進修訓練經費2,893千元，較上年度減列職工各項進修訓練等經費20千元。
<#H2>公共關係等秘書業務經費34,527千元，較上年度減列多媒體簡報系統更新等經費1,920千元。
<#H2>資訊管理業務經費202,149千元，較上年度增列立法委員研究室及服務處資訊設備租賃等經費7,762千元。",1738560000,1718397000,1618037854,20163000,
401,109,04001,C,委員問政業務,委員問政業務,33040010200,,1422749000,1387490000,1294177721,35259000,
401,109,04001,C,委員歲費及公費,委員歲費及公費,33040010201,"<#H1>本年度預算數301,668千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員歲費149,743千元，與上年度同。
<#H2>委員公費151,925千元，與上年度同。
",301668000,301668000,291726803,0,
401,109,04001,C,公費助理,公費助理,33040010203,"<#H1>本年度預算數796,184千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公費助理經費762,447千元，與上年度同。
<#H2>黨團助理經費33,737千元，與上年度同。
",796184000,796184000,752686289,0,
401,109,04001,C,國會交流事務,國會交流事務,33040010204,"<#H1>本年度預算數42,600千元，均屬業務費。
<#H1>本年度預算數42,600千元，係委員國會交流事務經費，較上年度減列籌辦亞洲太平洋國會議員聯合會作業經費2,000千元。
",42600000,44600000,41167970,-2000000,
401,109,04001,C,委員會館,委員會館,33040010205,"<#H1>本年度預算數132,946千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員研究室經費94,021千元，較上年度增列委員研究室空間調整及裝修等經費32,351千元。
<#H2>委員住宿會館經費14,360千元，較上年度減列委員住宿會館房舍養護費2,000千元。
<#H2>中南部服務中心經費24,565千元，較上年度增列中部辦公室委員會館旅館化再利用細部規劃設計等經費1,186千元。",132946000,101409000,76418495,31537000,
401,109,04001,C,問政相關業務,問政相關業務,33040010206,"<#H1>本年度預算數149,351千元，包括人事費87,327千元，業務費62,024千元。
<#H1>本年度預算數149,351千元，係立法委員選民服務經費，較上年度增列第10屆委員健康檢查等經費5,722千元。


",149351000,143629000,132178164,5722000,
401,109,04001,C,議事業務,議事業務,33040010300,"<#H1>本年度預算數11,126千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>院會議事經費4,263千元，與上年度同。
<#H2>委員會議事經費6,863千元，與上年度同。",11126000,11126000,9938559,0,
401,109,04001,C,立法諮詢業務,立法諮詢業務,33040010400,"<#H1>本年度預算數2,050千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>法制諮詢業務經費1,300千元，較上年度減列赴大陸地區研究、參訪及交流活動等經費508千元。
<#H2>預算諮詢業務經費750千元，較上年度減列研討會專家學者出席費等250千元。


",2050000,2808000,3133956,-758000,
401,109,04001,C,國會圖書業務,國會圖書業務,33040010500,"<#H1>本年度預算數52,299千元，包括業務費25,673千元，設備及投資26,626千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>圖書管理經費45,549千元，較上年度增列中外文光碟及線上資料庫購置等經費2,100千元。
<#H2>議政博物管理經費6,750千元，較上年度減列展館及辦公房舍養護等經費25千元。",52299000,50224000,43771325,2075000,
401,109,04001,C,公報業務,公報業務,33040010600,"<#H1>本年度預算數122,668千元，均屬業務費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公報行政經費109,143千元，較上年度增列委託財團法人公共電視文化事業基金會辦理國會議事轉播等經費4,355千元。
<#H2>文書印刷經費13,525千元，與上年度同。",122668000,118313000,115715585,4355000,
401,109,04001,C,黨團補助,黨團補助,33040010700,"<#H1>本年度預算數13,560千元，均屬獎補助費。
<#H1>本年度預算數13,560千元，係按各黨(政)團委員席次補助各黨(政)團運作所需經費，與上年度同。

",13560000,13560000,13420000,0,
401,109,04001,C,一般建築及設備,一般建築及設備,33040019000,,170451000,140823000,244143010,29628000,
401,109,04001,C,營建工程,營建工程,33040019002,"本年度預算數之內容與上年度之比較如下：
<#H1>新增委員研究大樓及台北會館電梯設備升級等經費11,000千元。
<#H1>新增中部辦公室民主草坪公共廁所等服務設施興建工程經費12,500千元。
<#H1>上年度中部辦公室議事堂展演劇場相關工程預算業已編竣，所列21,280千元如數減列。
",23500000,21280000,14407047,2220000,
401,109,04001,C,交通及運輸設備,交通及運輸設備,33040019011,"本年度預算數之內容與上年度之比較如下：
<#H1>新增汰換委員公務用轎式小客車6輛、委員公務用9人座小客車2輛及相關設施等經費10,570千元。
<#H1>上年度汰換委員公務用4人座車8輛及相關設施等預算業已編竣，所列7,840千元如數減列。",10570000,7840000,11791000,2730000,
401,109,04001,C,其他設備,其他設備,33040019019,"本年度預算數之內容與上年度之比較如下：
<#H1>議事暨公報管理及資訊服務管理等系統改版、增修經費22,652千元。
<#H1>院區立法委員辦公室網路架構變更及國會安全監控系統汰換等經費26,695千元。
<#H1>購置資訊軟體經費39,059千元。
<#H1>擴充數位影音資料庫及更新議場影像系統等經費47,975千元。
<#H1>上年度購置各項資訊軟硬體設備、汰換議場會議攝影系統等預算業已編竣，所列111,703千元如數減列。",136381000,111703000,123064963,24678000,
401,109,04001,C,第一預備金,第一預備金,33040019800,仍照上年度預算數編列。,3000000,3000000,0,0,
401,110,,,"合    計","合    計",,,3424609000,3513850000,3311407381,-89241000,
401,110,04001,C,立法院主管,立法院主管,00040000000,,3424609000,3513850000,3311407381,-89241000,
401,110,04001,C,立法院,立法院,00040010000,,3424609000,3513850000,3311407381,-89241000,
401,110,04001,C,立法支出,立法支出,33040010000,,3424609000,3513850000,3311407381,-89241000,
401,110,04001,C,一般行政,一般行政,33040010100,"<#H1>本年度預算數1,700,407千元，包括人事費1,273,318千元，業務費395,355千元，設備及投資30,086千元，獎補助費1,648千元。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>人員維持費1,273,318千元，較上年度減列撥補勞工退休準備金專戶差額等經費23,928千元。
<#H2>基本行政工作維持費198,734千元，較上年度增列立法院台北院區整體發展計畫等經費895千元。
<#H2>進修訓練經費2,982千元，較上年度增列職工各項進修及訓練等經費89千元。
<#H2>公共關係等秘書業務經費32,599千元，較上年度減列相片檔案回溯建檔掃描作業等經費903千元。
<#H2>資訊管理業務經費192,774千元，較上年度減列立法委員服務處數據線路租金等經費3,828千元。",1700407000,1728082000,1658039047,-27675000,
401,110,04001,C,委員問政業務,委員問政業務,33040010200,,1373295000,1419954000,1332087874,-46659000,
401,110,04001,C,委員歲費及公費,委員歲費及公費,33040010201,"<#H1>本年度預算數301,668千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>委員歲費149,743千元，與上年度同。
<#H2>委員公費151,925千元，與上年度同。
",301668000,301668000,297260778,0,
401,110,04001,C,公費助理,公費助理,33040010203,"<#H1>本年度預算數796,184千元，均屬人事費。
<#H1>本年度預算數之內容與上年度之比較如下：
<#H2>公費助理經費762,447千元，與上年度同。
<#H2>黨團助理經費33,737千元，與上年度同。
",796184000,796184000,770164939,0,
