id,time,會計年度,月份,款,項,目,節,預算科目編號,預算科目名稱,細目編號,細目名稱,原預算數,追加減數,截至本月止分配預算數_1,本月實現數,截至本月止累計實現數_2,應收收入數_3,分配數預算餘額_4
401,10901,109,1,,,,01,1204010201-0,收回以前年度歲出,,,"45,000",0,0,"97,299","97,299",0,"97,299"
401,10901,109,1,,,,02,1204010210-1,其他雜項收入,,,"539,000",0,"12,000","10,252","10,252",0,"-1,748"
401,10901,109,1,,,,,合計,,,,"9,994,000",0,"2,614,000","2,307,688","2,307,688",0,"-306,312"
401,10902,109,2,02,,,,0400000000-2,罰款及賠償收入,,,"450,000",0,0,"6,020","6,020",0,"6,020"
401,10902,109,2,,20,,,0404010000-3,立法院,,,"450,000",0,0,"6,020","6,020",0,"6,020"
401,10902,109,2,,,01,,0404010300-7,賠償收入,,,"450,000",0,0,"6,020","6,020",0,"6,020"
401,10902,109,2,,,,01,0404010301-0,一般賠償收入,,,"450,000",0,0,"6,020","6,020",0,"6,020"
401,10902,109,2,04,,,,0700000000-9,財產收入,,,"9,460,000",0,"4,885,000","1,918,129","4,118,266",0,"-766,734"
401,10902,109,2,,21,,,0704010000-0,立法院,,,"9,460,000",0,"4,885,000","1,918,129","4,118,266",0,"-766,734"
401,10902,109,2,,,01,,0704010100-4,財產孳息,,,"8,136,000",0,"4,851,000","1,889,220","4,089,357",0,"-761,643"
401,10902,109,2,,,,01,0704010103-2,租金收入,,,"8,136,000",0,"4,851,000","1,889,220","4,089,357",0,"-761,643"
401,10902,109,2,,,02,,0704010500-2,廢舊物資售價,,,"1,324,000",0,"34,000","28,909","28,909",0,"-5,091"
401,10902,109,2,07,,,,1200000000-8,其他收入,,,"584,000",0,"69,000","23,648","131,199",0,"62,199"
401,10902,109,2,,23,,,1204010000-9,立法院,,,"584,000",0,"69,000","23,648","131,199",0,"62,199"
401,10902,109,2,,,01,,1204010200-8,雜項收入,,,"584,000",0,"69,000","23,648","131,199",0,"62,199"
401,10902,109,2,,,,01,1204010201-0,收回以前年度歲出,,,"45,000",0,"45,000","16,406","113,705",0,"68,705"
401,10902,109,2,,,,02,1204010210-1,其他雜項收入,,,"539,000",0,"24,000","7,242","17,494",0,"-6,506"
401,10902,109,2,,,,,合計,,,,"10,494,000",0,"4,954,000","1,947,797","4,255,485",0,"-698,515"
401,10903,109,3,02,,,,0400000000-2,罰款及賠償收入,,,"450,000",0,0,"4,460","10,480",0,"10,480"
401,10903,109,3,,20,,,0404010000-3,立法院,,,"450,000",0,0,"4,460","10,480",0,"10,480"
401,10903,109,3,,,01,,0404010300-7,賠償收入,,,"450,000",0,0,"4,460","10,480",0,"10,480"
401,10903,109,3,,,,01,0404010301-0,一般賠償收入,,,"450,000",0,0,"4,460","10,480",0,"10,480"
401,10903,109,3,04,,,,0700000000-9,財產收入,,,"9,460,000",0,"5,213,000","966,487","5,084,753",0,"-128,247"
401,10903,109,3,,21,,,0704010000-0,立法院,,,"9,460,000",0,"5,213,000","966,487","5,084,753",0,"-128,247"
401,10903,109,3,,,01,,0704010100-4,財產孳息,,,"8,136,000",0,"5,145,000","937,005","5,026,362",0,"-118,638"
401,10903,109,3,,,,01,0704010103-2,租金收入,,,"8,136,000",0,"5,145,000","937,005","5,026,362",0,"-118,638"
401,10903,109,3,,,02,,0704010500-2,廢舊物資售價,,,"1,324,000",0,"68,000","29,482","58,391",0,"-9,609"
401,10903,109,3,07,,,,1200000000-8,其他收入,,,"584,000",0,"81,000","140,121","271,320",0,"190,320"
401,10903,109,3,,23,,,1204010000-9,立法院,,,"584,000",0,"81,000","140,121","271,320",0,"190,320"
401,10903,109,3,,,01,,1204010200-8,雜項收入,,,"584,000",0,"81,000","140,121","271,320",0,"190,320"
401,10903,109,3,,,,01,1204010201-0,收回以前年度歲出,,,"45,000",0,"45,000","131,500","245,205",0,"200,205"
401,10903,109,3,,,,02,1204010210-1,其他雜項收入,,,"539,000",0,"36,000","8,621","26,115",0,"-9,885"
401,10903,109,3,,,,,合計,,,,"10,494,000",0,"5,294,000","1,111,068","5,366,553",0,"72,553"
401,10904,109,4,02,,,,0400000000-2,罰款及賠償收入,,,"450,000",0,"50,000","1,131","11,611",0,"-38,389"
401,10904,109,4,,20,,,0404010000-3,立法院,,,"450,000",0,"50,000","1,131","11,611",0,"-38,389"
401,10904,109,4,,,01,,0404010300-7,賠償收入,,,"450,000",0,"50,000","1,131","11,611",0,"-38,389"
401,10904,109,4,,,,01,0404010301-0,一般賠償收入,,,"450,000",0,"50,000","1,131","11,611",0,"-38,389"
401,10904,109,4,04,,,,0700000000-9,財產收入,,,"9,460,000",0,"6,362,000","49,360","5,134,113",0,"-1,227,887"
401,10904,109,4,,21,,,0704010000-0,立法院,,,"9,460,000",0,"6,362,000","49,360","5,134,113",0,"-1,227,887"
401,10904,109,4,,,01,,0704010100-4,財產孳息,,,"8,136,000",0,"6,260,000","26,000","5,052,362",0,"-1,207,638"
401,10904,109,4,,,,01,0704010103-2,租金收入,,,"8,136,000",0,"6,260,000","26,000","5,052,362",0,"-1,207,638"
401,10904,109,4,,,02,,0704010500-2,廢舊物資售價,,,"1,324,000",0,"102,000","23,360","81,751",0,"-20,249"
401,10904,109,4,07,,,,1200000000-8,其他收入,,,"584,000",0,"93,000","381,521","652,841",0,"559,841"
401,10904,109,4,,23,,,1204010000-9,立法院,,,"584,000",0,"93,000","381,521","652,841",0,"559,841"
401,10904,109,4,,,01,,1204010200-8,雜項收入,,,"584,000",0,"93,000","381,521","652,841",0,"559,841"
401,10904,109,4,,,,01,1204010201-0,收回以前年度歲出,,,"45,000",0,"45,000","4,000","249,205",0,"204,205"
401,10904,109,4,,,,02,1204010210-1,其他雜項收入,,,"539,000",0,"48,000","377,521","403,636",0,"355,636"
401,10904,109,4,,,,,合計,,,,"10,494,000",0,"6,505,000","432,012","5,798,565",0,"-706,435"
401,10905,109,5,02,,,,0400000000-2,罰款及賠償收入,,,"450,000",0,"50,000","2,750","14,361",0,"-35,639"
401,10905,109,5,,20,,,0404010000-3,立法院,,,"450,000",0,"50,000","2,750","14,361",0,"-35,639"
401,10905,109,5,,,01,,0404010300-7,賠償收入,,,"450,000",0,"50,000","2,750","14,361",0,"-35,639"
401,10905,109,5,,,,01,0404010301-0,一般賠償收入,,,"450,000",0,"50,000","2,750","14,361",0,"-35,639"
401,10905,109,5,04,,,,0700000000-9,財產收入,,,"9,460,000",0,"6,426,000","1,497,563","6,631,676",0,"205,676"
401,10905,109,5,,21,,,0704010000-0,立法院,,,"9,460,000",0,"6,426,000","1,497,563","6,631,676",0,"205,676"
401,10905,109,5,,,01,,0704010100-4,財產孳息,,,"8,136,000",0,"6,290,000","1,342,200","6,394,562",0,"104,562"
401,10905,109,5,,,,01,0704010103-2,租金收入,,,"8,136,000",0,"6,290,000","1,342,200","6,394,562",0,"104,562"
401,10905,109,5,,,02,,0704010500-2,廢舊物資售價,,,"1,324,000",0,"136,000","155,363","237,114",0,"101,114"
401,10905,109,5,07,,,,1200000000-8,其他收入,,,"584,000",0,"505,000","259,247","912,088",0,"407,088"
401,10905,109,5,,23,,,1204010000-9,立法院,,,"584,000",0,"505,000","259,247","912,088",0,"407,088"
401,10905,109,5,,,01,,1204010200-8,雜項收入,,,"584,000",0,"505,000","259,247","912,088",0,"407,088"
401,10905,109,5,,,,01,1204010201-0,收回以前年度歲出,,,"45,000",0,"45,000","249,116","498,321",0,"453,321"
401,10905,109,5,,,,02,1204010210-1,其他雜項收入,,,"539,000",0,"460,000","10,131","413,767",0,"-46,233"
401,10905,109,5,,,,,合計,,,,"10,494,000",0,"6,981,000","1,759,560","7,558,125",0,"577,125"
401,10906,109,6,02,,,,0400000000-2,罰款及賠償收入,,,"450,000",0,"100,000",0,"14,361",0,"-85,639"
401,10906,109,6,,20,,,0404010000-3,立法院,,,"450,000",0,"100,000",0,"14,361",0,"-85,639"
401,10906,109,6,,,01,,0404010300-7,賠償收入,,,"450,000",0,"100,000",0,"14,361",0,"-85,639"
401,10906,109,6,,,,01,0404010301-0,一般賠償收入,,,"450,000",0,"100,000",0,"14,361",0,"-85,639"
401,10906,109,6,04,,,,0700000000-9,財產收入,,,"9,460,000",0,"6,490,000","54,649","6,686,325",0,"196,325"
401,10906,109,6,,21,,,0704010000-0,立法院,,,"9,460,000",0,"6,490,000","54,649","6,686,325",0,"196,325"
401,10906,109,6,,,01,,0704010100-4,財產孳息,,,"8,136,000",0,"6,320,000","32,000","6,426,562",0,"106,562"
401,10906,109,6,,,,01,0704010103-2,租金收入,,,"8,136,000",0,"6,320,000","32,000","6,426,562",0,"106,562"
401,10906,109,6,,,02,,0704010500-2,廢舊物資售價,,,"1,324,000",0,"170,000","22,649","259,763",0,"89,763"
401,10906,109,6,07,,,,1200000000-8,其他收入,,,"584,000",0,"517,000","14,118","926,206",0,"409,206"
401,10906,109,6,,23,,,1204010000-9,立法院,,,"584,000",0,"517,000","14,118","926,206",0,"409,206"
401,10906,109,6,,,01,,1204010200-8,雜項收入,,,"584,000",0,"517,000","14,118","926,206",0,"409,206"
401,10906,109,6,,,,01,1204010201-0,收回以前年度歲出,,,"45,000",0,"45,000","2,000","500,321",0,"455,321"
401,10906,109,6,,,,02,1204010210-1,其他雜項收入,,,"539,000",0,"472,000","12,118","425,885",0,"-46,115"
401,10906,109,6,,,,,合計,,,,"10,494,000",0,"7,107,000","68,767","7,626,892",0,"519,892"
401,10907,109,07,2,,,,0400000000-2,罰款及賠償收入,,,450000,0,100000,12207,26568,0,-73432
401,10907,109,07,,20,,,0404010000-3,立法院,,,450000,0,100000,12207,26568,0,-73432
401,10907,109,07,,,1,,0404010300-7,賠償收入,,,450000,0,100000,12207,26568,0,-73432
401,10907,109,07,,,,1,0404010301-0,一般賠償收入,,,450000,0,100000,12207,26568,0,-73432
401,10907,109,07,4,,,,0700000000-9,財產收入,,,9460000,0,7984000,694086,7380411,0,-603589
401,10907,109,07,,21,,,0704010000-0,立法院,,,9460000,0,7984000,694086,7380411,0,-603589
401,10907,109,07,,,1,,0704010100-4,財產孳息,,,8136000,0,7780000,30000,6456562,0,-1323438
401,10907,109,07,,,,1,0704010103-2,租金收入,,,8136000,0,7780000,30000,6456562,0,-1323438
401,10907,109,07,,,2,,0704010500-2,廢舊物資售價,,,1324000,0,204000,664086,923849,0,719849
401,10907,109,07,7,,,,1200000000-8,其他收入,,,584000,0,529000,23512,949718,0,420718
401,10907,109,07,,23,,,1204010000-9,立法院,,,584000,0,529000,23512,949718,0,420718
401,10907,109,07,,,1,,1204010200-8,雜項收入,,,584000,0,529000,23512,949718,0,420718
401,10907,109,07,,,,1,1204010201-0,收回以前年度歲出,,,45000,0,45000,3000,503321,0,458321
401,10907,109,07,,,,2,1204010210-1,其他雜項收入,,,539000,0,484000,20512,446397,0,-37603
401,10907,109,07,,,,,合計,,,,10494000,0,8613000,729805,8356697,0,-256303
401,10908,109,08,2,,,,0400000000-2,罰款及賠償收入,,,450000,0,100000,0,26568,0,-73432
401,10908,109,08,,20,,,0404010000-3,立法院,,,450000,0,100000,0,26568,0,-73432
401,10908,109,08,,,1,,0404010300-7,賠償收入,,,450000,0,100000,0,26568,0,-73432
401,10908,109,08,,,,1,0404010301-0,一般賠償收入,,,450000,0,100000,0,26568,0,-73432
401,10908,109,08,4,,,,0700000000-9,財產收入,,,9460000,0,8048000,111274,7491685,0,-556315
401,10908,109,08,,21,,,0704010000-0,立法院,,,9460000,0,8048000,111274,7491685,0,-556315
401,10908,109,08,,,1,,0704010100-4,財產孳息,,,8136000,0,7810000,73966,6530528,0,-1279472
401,10908,109,08,,,,1,0704010103-2,租金收入,,,8136000,0,7810000,73966,6530528,0,-1279472
401,10908,109,08,,,2,,0704010500-2,廢舊物資售價,,,1324000,0,238000,37308,961157,0,723157
401,10908,109,08,7,,,,1200000000-8,其他收入,,,584000,0,540000,18557,968275,0,428275
401,10908,109,08,,23,,,1204010000-9,立法院,,,584000,0,540000,18557,968275,0,428275
401,10908,109,08,,,1,,1204010200-8,雜項收入,,,584000,0,540000,18557,968275,0,428275
401,10908,109,08,,,,1,1204010201-0,收回以前年度歲出,,,45000,0,45000,6501,509822,0,464822
401,10908,109,08,,,,2,1204010210-1,其他雜項收入,,,539000,0,495000,12056,458453,0,-36547
401,10908,109,08,,,,,合計,,,,10494000,0,8688000,129831,8486528,0,-201472
401,10909,109,09,2,,,,0400000000-2,罰款及賠償收入,,,450000,0,150000,32516,59084,0,-90916
401,10909,109,09,,20,,,0404010000-3,立法院,,,450000,0,150000,32516,59084,0,-90916
401,10909,109,09,,,1,,0404010300-7,賠償收入,,,450000,0,150000,32516,59084,0,-90916
401,10909,109,09,,,,1,0404010301-0,一般賠償收入,,,450000,0,150000,32516,59084,0,-90916
401,10909,109,09,4,,,,0700000000-9,財產收入,,,9460000,0,8112000,1599339,9091024,0,979024
401,10909,109,09,,21,,,0704010000-0,立法院,,,9460000,0,8112000,1599339,9091024,0,979024
401,10909,109,09,,,1,,0704010100-4,財產孳息,,,8136000,0,7840000,1526316,8056844,0,216844
401,10909,109,09,,,,1,0704010103-2,租金收入,,,8136000,0,7840000,1526316,8056844,0,216844
401,10909,109,09,,,2,,0704010500-2,廢舊物資售價,,,1324000,0,272000,73023,1034180,0,762180
401,10909,109,09,7,,,,1200000000-8,其他收入,,,584000,0,551000,20579,988854,0,437854
401,10909,109,09,,23,,,1204010000-9,立法院,,,584000,0,551000,20579,988854,0,437854
401,10909,109,09,,,1,,1204010200-8,雜項收入,,,584000,0,551000,20579,988854,0,437854
401,10909,109,09,,,,1,1204010201-0,收回以前年度歲出,,,45000,0,45000,6145,515967,0,470967
401,10909,109,09,,,,2,1204010210-1,其他雜項收入,,,539000,0,506000,14434,472887,0,-33113
401,10909,109,09,,,,,合計,,,,10494000,0,8813000,1652434,10138962,0,1325962
401,10910,109,10,2,,,,0400000000-2,罰款及賠償收入,,,450000,0,250000,0,59084,0,-190916
401,10910,109,10,,20,,,0404010000-3,立法院,,,450000,0,250000,0,59084,0,-190916
401,10910,109,10,,,1,,0404010300-7,賠償收入,,,450000,0,250000,0,59084,0,-190916
401,10910,109,10,,,,1,0404010301-0,一般賠償收入,,,450000,0,250000,0,59084,0,-190916
401,10910,109,10,4,,,,0700000000-9,財產收入,,,9460000,0,8225000,126162,9217186,0,992186
401,10910,109,10,,21,,,0704010000-0,立法院,,,9460000,0,8225000,126162,9217186,0,992186
401,10910,109,10,,,1,,0704010100-4,財產孳息,,,8136000,0,7919000,76600,8133444,0,214444
401,10910,109,10,,,,1,0704010103-2,租金收入,,,8136000,0,7919000,76600,8133444,0,214444
401,10910,109,10,,,2,,0704010500-2,廢舊物資售價,,,1324000,0,306000,49562,1083742,0,777742
401,10910,109,10,7,,,,1200000000-8,其他收入,,,584000,0,562000,11348,1000202,0,438202
401,10910,109,10,,23,,,1204010000-9,立法院,,,584000,0,562000,11348,1000202,0,438202
401,10910,109,10,,,1,,1204010200-8,雜項收入,,,584000,0,562000,11348,1000202,0,438202
401,10910,109,10,,,,1,1204010201-0,收回以前年度歲出,,,45000,0,45000,3500,519467,0,474467
401,10910,109,10,,,,2,1204010210-1,其他雜項收入,,,539000,0,517000,7848,480735,0,-36265
401,10910,109,10,,,,,合計,,,,10494000,0,9037000,137510,10276472,0,1239472
401,10911,109,11,2,,,,0400000000-2,罰款及賠償收入,,,450000,0,250000,60375,119459,0,-130541
401,10911,109,11,,20,,,0404010000-3,立法院,,,450000,0,250000,60375,119459,0,-130541
401,10911,109,11,,,1,,0404010300-7,賠償收入,,,450000,0,250000,60375,119459,0,-130541
401,10911,109,11,,,,1,0404010301-0,一般賠償收入,,,450000,0,250000,60375,119459,0,-130541
401,10911,109,11,4,,,,0700000000-9,財產收入,,,9460000,0,8289000,244507,9461693,0,1172693
401,10911,109,11,,21,,,0704010000-0,立法院,,,9460000,0,8289000,244507,9461693,0,1172693
401,10911,109,11,,,1,,0704010100-4,財產孳息,,,8136000,0,7949000,28000,8161444,0,212444
401,10911,109,11,,,,1,0704010103-2,租金收入,,,8136000,0,7949000,28000,8161444,0,212444
401,10911,109,11,,,2,,0704010500-2,廢舊物資售價,,,1324000,0,340000,216507,1300249,0,960249
401,10911,109,11,7,,,,1200000000-8,其他收入,,,584000,0,573000,10090,1010292,0,437292
401,10911,109,11,,23,,,1204010000-9,立法院,,,584000,0,573000,10090,1010292,0,437292
401,10911,109,11,,,1,,1204010200-8,雜項收入,,,584000,0,573000,10090,1010292,0,437292
401,10911,109,11,,,,1,1204010201-0,收回以前年度歲出,,,45000,0,45000,2500,521967,0,476967
401,10911,109,11,,,,2,1204010210-1,其他雜項收入,,,539000,0,528000,7590,488325,0,-39675
401,10911,109,11,,,,,合計,,,,10494000,0,9112000,314972,10591444,0,1479444
401,10912,109,12,2,,,,0400000000-2,罰款及賠償收入,,,450000,0,450000,45460,164919,0,0,-285081
401,10912,109,12,,20,,,0404010000-3,立法院,,,450000,0,450000,45460,164919,0,0,-285081
401,10912,109,12,,,1,,0404010300-7,賠償收入,,,450000,0,450000,45460,164919,0,0,-285081
401,10912,109,12,,,,1,0404010301-0,一般賠償收入,,,450000,0,450000,45460,164919,0,0,-285081
401,10912,109,12,4,,,,0700000000-9,財產收入,,,9460000,0,9460000,95771,9557464,0,0,97464
401,10912,109,12,,21,,,0704010000-0,立法院,,,9460000,0,9460000,95771,9557464,0,0,97464
401,10912,109,12,,,1,,0704010100-4,財產孳息,,,8136000,0,8136000,56000,8217444,0,0,81444
401,10912,109,12,,,,1,0704010103-2,租金收入,,,8136000,0,8136000,56000,8217444,0,0,81444
401,10912,109,12,,,2,,0704010500-2,廢舊物資售價,,,1324000,0,1324000,39771,1340020,0,0,16020
401,10912,109,12,7,,,,1200000000-8,其他收入,,,584000,0,584000,11135,1021427,0,0,437427
401,10912,109,12,,23,,,1204010000-9,立法院,,,584000,0,584000,11135,1021427,0,0,437427
401,10912,109,12,,,1,,1204010200-8,雜項收入,,,584000,0,584000,11135,1021427,0,0,437427
401,10912,109,12,,,,1,1204010201-0,收回以前年度歲出,,,45000,0,45000,3500,525467,0,0,480467
401,10912,109,12,,,,2,1204010210-1,其他雜項收入,,,539000,0,539000,7635,495960,0,0,-43040
401,10912,109,12,,,,,合計,,,,10494000,0,10494000,152366,10743810,0,0,249810
401,11002,110,02,2,,,,0400000000-2,罰款及賠償收入,,,400000,0,0,0,0,0,0
401,11002,110,02,,21,,,0404010000-3,立法院,,,400000,0,0,0,0,0,0
401,11002,110,02,,,1,,0404010300-7,賠償收入,,,400000,0,0,0,0,0,0
401,11002,110,02,,,,1,0404010301-0,一般賠償收入,,,400000,0,0,0,0,0,0
401,11002,110,02,4,,,,0700000000-9,財產收入,,,9115000,0,4989000,1847932,4914673,0,-74327
401,11002,110,02,,22,,,0704010000-0,立法院,,,9115000,0,4989000,1847932,4914673,0,-74327
401,11002,110,02,,,1,,0704010100-4,財產孳息,,,7859000,0,4961000,1836952,4902993,0,-58007
401,11002,110,02,,,,1,0704010103-2,租金收入,,,7859000,0,4961000,1836952,4902993,0,-58007
401,11002,110,02,,,2,,0704010500-2,廢舊物資售價,,,1256000,0,28000,10980,11680,0,-16320
401,11002,110,02,7,,,,1200000000-8,其他收入,,,749000,0,342000,161972,175856,0,-166144
401,11002,110,02,,24,,,1204010000-9,立法院,,,749000,0,342000,161972,175856,0,-166144
401,11002,110,02,,,1,,1204010200-8,雜項收入,,,749000,0,342000,161972,175856,0,-166144
401,11002,110,02,,,,1,1204010201-0,收回以前年度歲出,,,320000,0,320000,154287,157787,0,-162213
401,11002,110,02,,,,2,1204010210-1,其他雜項收入,,,429000,0,22000,7685,18069,0,-3931
401,11002,110,02,,,,,合計,,,,10264000,0,5331000,2009904,5090529,0,-240471
401,11003,110,03,2,,,,0400000000-2,罰款及賠償收入,,,400000,0,0,7,7,0,7
401,11003,110,03,,21,,,0404010000-3,立法院,,,400000,0,0,7,7,0,7
401,11003,110,03,,,1,,0404010300-7,賠償收入,,,400000,0,0,7,7,0,7
401,11003,110,03,,,,1,0404010301-0,一般賠償收入,,,400000,0,0,7,7,0,7
401,11003,110,03,4,,,,0700000000-9,財產收入,,,9115000,0,5037000,250251,5164924,0,127924
401,11003,110,03,,22,,,0704010000-0,立法院,,,9115000,0,5037000,250251,5164924,0,127924
401,11003,110,03,,,1,,0704010100-4,財產孳息,,,7859000,0,4981000,158711,5061704,0,80704
401,11003,110,03,,,,1,0704010103-2,租金收入,,,7859000,0,4981000,158711,5061704,0,80704
401,11003,110,03,,,2,,0704010500-2,廢舊物資售價,,,1256000,0,56000,91540,103220,0,47220
401,11003,110,03,7,,,,1200000000-8,其他收入,,,749000,0,353000,385795,561651,0,208651
401,11003,110,03,,24,,,1204010000-9,立法院,,,749000,0,353000,385795,561651,0,208651
401,11003,110,03,,,1,,1204010200-8,雜項收入,,,749000,0,353000,385795,561651,0,208651
401,11003,110,03,,,,1,1204010201-0,收回以前年度歲出,,,320000,0,320000,11053,168840,0,-151160
401,11003,110,03,,,,2,1204010210-1,其他雜項收入,,,429000,0,33000,374742,392811,0,359811
401,11003,110,03,,,,,合計,,,,10264000,0,5390000,636053,5726582,0,336582
401,11004,110,04,2,,,,0400000000-2,罰款及賠償收入,,,400000,0,50000,29643,29650,0,-20350
401,11004,110,04,,21,,,0404010000-3,立法院,,,400000,0,50000,29643,29650,0,-20350
401,11004,110,04,,,1,,0404010300-7,賠償收入,,,400000,0,50000,29643,29650,0,-20350
401,11004,110,04,,,,1,0404010301-0,一般賠償收入,,,400000,0,50000,29643,29650,0,-20350
401,11004,110,04,4,,,,0700000000-9,財產收入,,,9115000,0,6170000,1613095,6778019,0,608019
401,11004,110,04,,22,,,0704010000-0,立法院,,,9115000,0,6170000,1613095,6778019,0,608019
401,11004,110,04,,,1,,0704010100-4,財產孳息,,,7859000,0,6086000,1594771,6656475,0,570475
401,11004,110,04,,,,1,0704010103-2,租金收入,,,7859000,0,6086000,1594771,6656475,0,570475
401,11004,110,04,,,2,,0704010500-2,廢舊物資售價,,,1256000,0,84000,18324,121544,0,37544
401,11004,110,04,7,,,,1200000000-8,其他收入,,,749000,0,364000,15907,577558,0,213558
401,11004,110,04,,24,,,1204010000-9,立法院,,,749000,0,364000,15907,577558,0,213558
401,11004,110,04,,,1,,1204010200-8,雜項收入,,,749000,0,364000,15907,577558,0,213558
401,11004,110,04,,,,1,1204010201-0,收回以前年度歲出,,,320000,0,320000,7651,176491,0,-143509
401,11004,110,04,,,,2,1204010210-1,其他雜項收入,,,429000,0,44000,8256,401067,0,357067
401,11004,110,04,,,,,合計,,,,10264000,0,6584000,1658645,7385227,0,801227
401,11006,110,06,2,,,,0400000000-2,罰款及賠償收入,,,400000,0,100000,0,46919,0,-53081
401,11006,110,06,,21,,,0404010000-3,立法院,,,400000,0,100000,0,46919,0,-53081
401,11006,110,06,,,1,,0404010300-7,賠償收入,,,400000,0,100000,0,46919,0,-53081
401,11006,110,06,,,,1,0404010301-0,一般賠償收入,,,400000,0,100000,0,46919,0,-53081
401,11006,110,06,4,,,,0700000000-9,財產收入,,,9115000,0,6266000,47554,6863473,0,597473
401,11006,110,06,,22,,,0704010000-0,立法院,,,9115000,0,6266000,47554,6863473,0,597473
401,11006,110,06,,,1,,0704010100-4,財產孳息,,,7859000,0,6126000,24000,6704475,0,578475
401,11006,110,06,,,,1,0704010103-2,租金收入,,,7859000,0,6126000,24000,6704475,0,578475
401,11006,110,06,,,2,,0704010500-2,廢舊物資售價,,,1256000,0,140000,23554,158998,0,18998
401,11006,110,06,7,,,,1200000000-8,其他收入,,,749000,0,686000,6134,610808,0,-75192
401,11006,110,06,,24,,,1204010000-9,立法院,,,749000,0,686000,6134,610808,0,-75192
401,11006,110,06,,,1,,1204010200-8,雜項收入,,,749000,0,686000,6134,610808,0,-75192
401,11006,110,06,,,,1,1204010201-0,收回以前年度歲出,,,320000,0,320000,0,176491,0,-143509
401,11006,110,06,,,,2,1204010210-1,其他雜項收入,,,429000,0,366000,6134,434317,0,68317
401,11006,110,06,,,,,合計,,,,10264000,0,7052000,53688,7521200,0,469200
401,11007,110,07,2,,,,0400000000-2,罰款及賠償收入,,,400000,0,100000,32,46951,0,-53049
401,11007,110,07,,21,,,0404010000-3,立法院,,,400000,0,100000,32,46951,0,-53049
401,11007,110,07,,,1,,0404010300-7,賠償收入,,,400000,0,100000,32,46951,0,-53049
401,11007,110,07,,,,1,0404010301-0,一般賠償收入,,,400000,0,100000,32,46951,0,-53049
401,11007,110,07,4,,,,0700000000-9,財產收入,,,9115000,0,7857000,356892,7220365,0,-636635
401,11007,110,07,,22,,,0704010000-0,立法院,,,9115000,0,7857000,356892,7220365,0,-636635
401,11007,110,07,,,1,,0704010100-4,財產孳息,,,7859000,0,7689000,0,6704475,0,-984525
401,11007,110,07,,,,1,0704010103-2,租金收入,,,7859000,0,7689000,0,6704475,0,-984525
401,11007,110,07,,,2,,0704010500-2,廢舊物資售價,,,1256000,0,168000,356892,515890,0,347890
401,11007,110,07,7,,,,1200000000-8,其他收入,,,749000,0,697000,6781,617589,0,-79411
401,11007,110,07,,24,,,1204010000-9,立法院,,,749000,0,697000,6781,617589,0,-79411
401,11007,110,07,,,1,,1204010200-8,雜項收入,,,749000,0,697000,6781,617589,0,-79411
401,11007,110,07,,,,1,1204010201-0,收回以前年度歲出,,,320000,0,320000,0,176491,0,-143509
401,11007,110,07,,,,2,1204010210-1,其他雜項收入,,,429000,0,377000,6781,441098,0,64098
401,11007,110,07,,,,,合計,,,,10264000,0,8654000,363705,7884905,0,-769095
401,11008,110,08,2,,,,0400000000-2,罰款及賠償收入,,,400000,0,100000,11655,58606,0,-41394
401,11008,110,08,,21,,,0404010000-3,立法院,,,400000,0,100000,11655,58606,0,-41394
401,11008,110,08,,,1,,0404010300-7,賠償收入,,,400000,0,100000,11655,58606,0,-41394
401,11008,110,08,,,,1,0404010301-0,一般賠償收入,,,400000,0,100000,11655,58606,0,-41394
401,11008,110,08,4,,,,0700000000-9,財產收入,,,9115000,0,7905000,-39101,7181264,0,-723736
401,11008,110,08,,22,,,0704010000-0,立法院,,,9115000,0,7905000,-39101,7181264,0,-723736
401,11008,110,08,,,1,,0704010100-4,財產孳息,,,7859000,0,7709000,-71533,6632942,0,-1076058
401,11008,110,08,,,,1,0704010103-2,租金收入,,,7859000,0,7709000,-71533,6632942,0,-1076058
401,11008,110,08,,,2,,0704010500-2,廢舊物資售價,,,1256000,0,196000,32432,548322,0,352322
401,11008,110,08,7,,,,1200000000-8,其他收入,,,749000,0,708000,9036,626625,0,-81375
401,11008,110,08,,24,,,1204010000-9,立法院,,,749000,0,708000,9036,626625,0,-81375
401,11008,110,08,,,1,,1204010200-8,雜項收入,,,749000,0,708000,9036,626625,0,-81375
401,11008,110,08,,,,1,1204010201-0,收回以前年度歲出,,,320000,0,320000,60,176551,0,-143449
401,11008,110,08,,,,2,1204010210-1,其他雜項收入,,,429000,0,388000,8976,450074,0,62074
401,11008,110,08,,,,,合計,,,,10264000,0,8713000,-18410,7866495,0,-846505
401,11009,110,09,2,,,,0400000000-2,罰款及賠償收入,,,400000,0,150000,0,58606,0,-91394
401,11009,110,09,,21,,,0404010000-3,立法院,,,400000,0,150000,0,58606,0,-91394
401,11009,110,09,,,1,,0404010300-7,賠償收入,,,400000,0,150000,0,58606,0,-91394
401,11009,110,09,,,,1,0404010301-0,一般賠償收入,,,400000,0,150000,0,58606,0,-91394
401,11009,110,09,4,,,,0700000000-9,財產收入,,,9115000,0,7953000,323798,7505062,0,-447938
401,11009,110,09,,22,,,0704010000-0,立法院,,,9115000,0,7953000,323798,7505062,0,-447938
401,11009,110,09,,,1,,0704010100-4,財產孳息,,,7859000,0,7729000,107130,6740072,0,-988928
